day,label,size,width,height,filename,filename_gfp,filename_ph,x1,y1,x2,y2,ori_x1,ori_y1,ori_x2,ori_y2,clip_x1,clip_y1,clip_x2,clip_y2,batch,bbox_idx,image_id
6,holoclone4,1344,186,213,1635560269_605209.png,1635560269_605209_gfp.png,1635560269_605209_ph.png,604,59,790,272,1726,1335,1912,1548,1122,1276,2466,2620,2,514,241
6,paraclone12,1344,73,71,1635560269_605209.png,1635560269_605209_gfp.png,1635560269_605209_ph.png,154,389,227,460,1276,1665,1349,1736,1122,1276,2466,2620,2,515,241
6,paraclone14,1344,45,61,1635560269_605209.png,1635560269_605209_gfp.png,1635560269_605209_ph.png,1170,274,1215,335,2292,1550,2337,1611,1122,1276,2466,2620,2,516,241
6,paraclone4,1344,44,55,1635560270_790304.png,1635560270_790304_gfp.png,1635560270_790304_ph.png,436,122,480,177,810,1339,854,1394,374,1217,1718,2561,2,517,242
6,paraclone12,1344,73,71,1635560270_790304.png,1635560270_790304_gfp.png,1635560270_790304_ph.png,902,448,975,519,1276,1665,1349,1736,374,1217,1718,2561,2,518,242
6,meroclone1,1344,81,80,1635560271_9696572.png,1635560271_9696572_gfp.png,1635560271_9696572_ph.png,937,1168,1018,1248,2150,2734,2231,2814,1213,1566,2557,2910,2,519,243
6,meroclone2,1344,117,119,1635560271_9696572.png,1635560271_9696572_gfp.png,1635560271_9696572_ph.png,229,1173,346,1292,1442,2739,1559,2858,1213,1566,2557,2910,2,520,243
6,paraclone12,1344,73,71,1635560271_9696572.png,1635560271_9696572_gfp.png,1635560271_9696572_ph.png,63,99,136,170,1276,1665,1349,1736,1213,1566,2557,2910,2,521,243
6,paraclone13,1344,49,49,1635560271_9696572.png,1635560271_9696572_gfp.png,1635560271_9696572_ph.png,1233,175,1282,224,2446,1741,2495,1790,1213,1566,2557,2910,2,522,243
6,paraclone4,1344,44,55,1635560273_1514869.png,1635560273_1514869_gfp.png,1635560273_1514869_ph.png,21,322,65,377,810,1339,854,1394,789,1017,2133,2361,2,523,244
6,holoclone4,1344,186,213,1635560273_1514869.png,1635560273_1514869_gfp.png,1635560273_1514869_ph.png,937,318,1123,531,1726,1335,1912,1548,789,1017,2133,2361,2,524,244
6,paraclone12,1344,73,71,1635560273_1514869.png,1635560273_1514869_gfp.png,1635560273_1514869_ph.png,487,648,560,719,1276,1665,1349,1736,789,1017,2133,2361,2,525,244
6,holoclone4,1344,186,213,1635560274_339264.png,1635560274_339264_gfp.png,1635560274_339264_ph.png,676,891,862,1104,1726,1335,1912,1548,1050,444,2394,1788,2,526,245
6,paraclone12,1344,73,71,1635560274_339264.png,1635560274_339264_gfp.png,1635560274_339264_ph.png,226,1221,299,1292,1276,1665,1349,1736,1050,444,2394,1788,2,527,245
6,paraclone14,1344,45,61,1635560274_339264.png,1635560274_339264_gfp.png,1635560274_339264_ph.png,1242,1106,1287,1167,2292,1550,2337,1611,1050,444,2394,1788,2,528,245
6,paraclone20,1344,58,49,1635560274_339264.png,1635560274_339264_gfp.png,1635560274_339264_ph.png,1211,682,1269,731,2261,1126,2319,1175,1050,444,2394,1788,2,529,245
6,meroclone1,1344,81,80,1635560275_5387468.png,1635560275_5387468_gfp.png,1635560275_5387468_ph.png,1104,1180,1185,1260,2150,2734,2231,2814,1046,1554,2390,2898,2,530,246
6,meroclone2,1344,117,119,1635560275_5387468.png,1635560275_5387468_gfp.png,1635560275_5387468_ph.png,396,1185,513,1304,1442,2739,1559,2858,1046,1554,2390,2898,2,531,246
6,paraclone12,1344,73,71,1635560275_5387468.png,1635560275_5387468_gfp.png,1635560275_5387468_ph.png,230,111,303,182,1276,1665,1349,1736,1046,1554,2390,2898,2,532,246
6,paraclone4,1344,44,55,1635560276_7557719.png,1635560276_7557719_gfp.png,1635560276_7557719_ph.png,603,31,647,86,810,1339,854,1394,207,1308,1551,2652,2,533,247
6,paraclone12,1344,73,71,1635560276_7557719.png,1635560276_7557719_gfp.png,1635560276_7557719_ph.png,1069,357,1142,428,1276,1665,1349,1736,207,1308,1551,2652,2,534,247
6,holoclone4,1344,186,213,1635560277_946033.png,1635560277_946033_gfp.png,1635560277_946033_ph.png,729,651,915,864,1726,1335,1912,1548,997,684,2341,2028,2,535,248
6,paraclone12,1344,73,71,1635560277_946033.png,1635560277_946033_gfp.png,1635560277_946033_ph.png,279,981,352,1052,1276,1665,1349,1736,997,684,2341,2028,2,536,248
6,paraclone14,1344,45,61,1635560277_946033.png,1635560277_946033_gfp.png,1635560277_946033_ph.png,1295,866,1340,927,2292,1550,2337,1611,997,684,2341,2028,2,537,248
6,paraclone20,1344,58,49,1635560277_946033.png,1635560277_946033_gfp.png,1635560277_946033_ph.png,1264,442,1322,491,2261,1126,2319,1175,997,684,2341,2028,2,538,248
6,paraclone4,1344,44,55,1635560279_1368399.png,1635560279_1368399_gfp.png,1635560279_1368399_ph.png,438,594,482,649,810,1339,854,1394,372,745,1716,2089,2,539,249
6,paraclone12,1344,73,71,1635560279_1368399.png,1635560279_1368399_gfp.png,1635560279_1368399_ph.png,904,920,977,991,1276,1665,1349,1736,372,745,1716,2089,2,540,249
6,paraclone13,1344,49,49,1635560280_329689.png,1635560280_329689_gfp.png,1635560280_329689_ph.png,156,267,205,316,2446,1741,2495,1790,2290,1474,3634,2818,2,541,250
6,paraclone14,1344,45,61,1635560280_329689.png,1635560280_329689_gfp.png,1635560280_329689_ph.png,2,76,47,137,2292,1550,2337,1611,2290,1474,3634,2818,2,542,250
6,holoclone4,1344,186,213,1635560281_517992.png,1635560281_517992_gfp.png,1635560281_517992_ph.png,378,471,564,684,1726,1335,1912,1548,1348,864,2692,2208,2,543,251
6,paraclone13,1344,49,49,1635560281_517992.png,1635560281_517992_gfp.png,1635560281_517992_ph.png,1098,877,1147,926,2446,1741,2495,1790,1348,864,2692,2208,2,544,251
6,paraclone14,1344,45,61,1635560281_517992.png,1635560281_517992_gfp.png,1635560281_517992_ph.png,944,686,989,747,2292,1550,2337,1611,1348,864,2692,2208,2,545,251
6,paraclone20,1344,58,49,1635560281_517992.png,1635560281_517992_gfp.png,1635560281_517992_ph.png,913,262,971,311,2261,1126,2319,1175,1348,864,2692,2208,2,546,251
6,holoclone4,1344,186,213,1635560282_700813.png,1635560282_700813_gfp.png,1635560282_700813_ph.png,263,809,449,1022,1726,1335,1912,1548,1463,526,2807,1870,2,547,252
6,paraclone13,1344,49,49,1635560282_700813.png,1635560282_700813_gfp.png,1635560282_700813_ph.png,983,1215,1032,1264,2446,1741,2495,1790,1463,526,2807,1870,2,548,252
6,paraclone14,1344,45,61,1635560282_700813.png,1635560282_700813_gfp.png,1635560282_700813_ph.png,829,1024,874,1085,2292,1550,2337,1611,1463,526,2807,1870,2,549,252
6,paraclone20,1344,58,49,1635560282_700813.png,1635560282_700813_gfp.png,1635560282_700813_ph.png,798,600,856,649,2261,1126,2319,1175,1463,526,2807,1870,2,550,252
6,holoclone4,1344,186,213,1635560283_883449.png,1635560283_883449_gfp.png,1635560283_883449_ph.png,249,808,435,1021,1726,1335,1912,1548,1477,527,2821,1871,2,551,253
6,paraclone13,1344,49,49,1635560283_883449.png,1635560283_883449_gfp.png,1635560283_883449_ph.png,969,1214,1018,1263,2446,1741,2495,1790,1477,527,2821,1871,2,552,253
6,paraclone14,1344,45,61,1635560283_883449.png,1635560283_883449_gfp.png,1635560283_883449_ph.png,815,1023,860,1084,2292,1550,2337,1611,1477,527,2821,1871,2,553,253
6,paraclone20,1344,58,49,1635560283_883449.png,1635560283_883449_gfp.png,1635560283_883449_ph.png,784,599,842,648,2261,1126,2319,1175,1477,527,2821,1871,2,554,253
6,holoclone4,1344,186,213,1635560285_0744371.png,1635560285_0744371_gfp.png,1635560285_0744371_ph.png,461,126,647,339,1726,1335,1912,1548,1265,1209,2609,2553,2,555,254
6,paraclone12,1344,73,71,1635560285_0744371.png,1635560285_0744371_gfp.png,1635560285_0744371_ph.png,11,456,84,527,1276,1665,1349,1736,1265,1209,2609,2553,2,556,254
6,paraclone13,1344,49,49,1635560285_0744371.png,1635560285_0744371_gfp.png,1635560285_0744371_ph.png,1181,532,1230,581,2446,1741,2495,1790,1265,1209,2609,2553,2,557,254
6,paraclone14,1344,45,61,1635560285_0744371.png,1635560285_0744371_gfp.png,1635560285_0744371_ph.png,1027,341,1072,402,2292,1550,2337,1611,1265,1209,2609,2553,2,558,254
6,holoclone4,1344,186,213,1635560286_254802.png,1635560286_254802_gfp.png,1635560286_254802_ph.png,497,533,683,746,1726,1335,1912,1548,1229,802,2573,2146,2,559,255
6,paraclone12,1344,73,71,1635560286_254802.png,1635560286_254802_gfp.png,1635560286_254802_ph.png,47,863,120,934,1276,1665,1349,1736,1229,802,2573,2146,2,560,255
6,paraclone13,1344,49,49,1635560286_254802.png,1635560286_254802_gfp.png,1635560286_254802_ph.png,1217,939,1266,988,2446,1741,2495,1790,1229,802,2573,2146,2,561,255
6,paraclone14,1344,45,61,1635560286_254802.png,1635560286_254802_gfp.png,1635560286_254802_ph.png,1063,748,1108,809,2292,1550,2337,1611,1229,802,2573,2146,2,562,255
6,paraclone20,1344,58,49,1635560286_254802.png,1635560286_254802_gfp.png,1635560286_254802_ph.png,1032,324,1090,373,2261,1126,2319,1175,1229,802,2573,2146,2,563,255
6,meroclone1,1344,81,80,1635560287_444994.png,1635560287_444994_gfp.png,1635560287_444994_ph.png,543,1225,624,1305,2150,2734,2231,2814,1607,1509,2951,2853,2,564,256
6,paraclone13,1344,49,49,1635560287_444994.png,1635560287_444994_gfp.png,1635560287_444994_ph.png,839,232,888,281,2446,1741,2495,1790,1607,1509,2951,2853,2,565,256
6,paraclone14,1344,45,61,1635560287_444994.png,1635560287_444994_gfp.png,1635560287_444994_ph.png,685,41,730,102,2292,1550,2337,1611,1607,1509,2951,2853,2,566,256
6,paraclone13,1344,49,49,1635560288_632784.png,1635560288_632784_gfp.png,1635560288_632784_ph.png,261,224,310,273,2446,1741,2495,1790,2185,1517,3529,2861,2,567,257
6,paraclone14,1344,45,61,1635560288_632784.png,1635560288_632784_gfp.png,1635560288_632784_ph.png,107,33,152,94,2292,1550,2337,1611,2185,1517,3529,2861,2,568,257
6,holoclone4,1344,186,213,1635560289_820742.png,1635560289_820742_gfp.png,1635560289_820742_ph.png,156,118,342,331,1726,1335,1912,1548,1570,1217,2914,2561,2,569,258
6,paraclone13,1344,49,49,1635560289_820742.png,1635560289_820742_gfp.png,1635560289_820742_ph.png,876,524,925,573,2446,1741,2495,1790,1570,1217,2914,2561,2,570,258
6,paraclone14,1344,45,61,1635560289_820742.png,1635560289_820742_gfp.png,1635560289_820742_ph.png,722,333,767,394,2292,1550,2337,1611,1570,1217,2914,2561,2,571,258
6,paraclone13,1344,49,49,1635560291_014907.png,1635560291_014907_gfp.png,1635560291_014907_ph.png,259,98,308,147,2446,1741,2495,1790,2187,1643,3531,2987,2,572,259
6,paraclone13,1344,49,49,1635560292_21371.png,1635560292_21371_gfp.png,1635560292_21371_ph.png,720,405,769,454,2446,1741,2495,1790,1726,1336,3070,2680,2,573,260
6,paraclone14,1344,45,61,1635560292_21371.png,1635560292_21371_gfp.png,1635560292_21371_ph.png,566,214,611,275,2292,1550,2337,1611,1726,1336,3070,2680,2,574,260
6,holoclone4,1344,186,213,1635560293_39789.png,1635560293_39789_gfp.png,1635560293_39789_ph.png,658,981,844,1194,1726,1335,1912,1548,1068,354,2412,1698,2,575,261
6,paraclone14,1344,45,61,1635560293_39789.png,1635560293_39789_gfp.png,1635560293_39789_ph.png,1224,1196,1269,1257,2292,1550,2337,1611,1068,354,2412,1698,2,576,261
6,paraclone20,1344,58,49,1635560293_39789.png,1635560293_39789_gfp.png,1635560293_39789_ph.png,1193,772,1251,821,2261,1126,2319,1175,1068,354,2412,1698,2,577,261
6,paraclone13,1344,49,49,1635560294_584199.png,1635560294_584199_gfp.png,1635560294_584199_ph.png,292,333,341,382,2446,1741,2495,1790,2154,1408,3498,2752,2,578,262
6,paraclone14,1344,45,61,1635560294_584199.png,1635560294_584199_gfp.png,1635560294_584199_ph.png,138,142,183,203,2292,1550,2337,1611,2154,1408,3498,2752,2,579,262
6,meroclone1,1344,81,80,1635560295_786242.png,1635560295_786242_gfp.png,1635560295_786242_ph.png,796,1241,877,1321,2150,2734,2231,2814,1354,1493,2698,2837,2,580,263
6,paraclone13,1344,49,49,1635560295_786242.png,1635560295_786242_gfp.png,1635560295_786242_ph.png,1092,248,1141,297,2446,1741,2495,1790,1354,1493,2698,2837,2,581,263
6,paraclone14,1344,45,61,1635560295_786242.png,1635560295_786242_gfp.png,1635560295_786242_ph.png,938,57,983,118,2292,1550,2337,1611,1354,1493,2698,2837,2,582,263
6,paraclone13,1344,49,49,1635560296_990976.png,1635560296_990976_gfp.png,1635560296_990976_ph.png,1065,310,1114,359,2446,1741,2495,1790,1381,1431,2725,2775,2,583,264
6,paraclone14,1344,45,61,1635560296_990976.png,1635560296_990976_gfp.png,1635560296_990976_ph.png,911,119,956,180,2292,1550,2337,1611,1381,1431,2725,2775,2,584,264
6,holoclone7,1344,105,117,1635560298_1813672.png,1635560298_1813672_gfp.png,1635560298_1813672_ph.png,1197,507,1302,624,3344,1098,3449,1215,2147,591,3491,1935,2,585,265
6,paraclone13,1344,49,49,1635560298_1813672.png,1635560298_1813672_gfp.png,1635560298_1813672_ph.png,299,1150,348,1199,2446,1741,2495,1790,2147,591,3491,1935,2,586,265
6,paraclone14,1344,45,61,1635560298_1813672.png,1635560298_1813672_gfp.png,1635560298_1813672_ph.png,145,959,190,1020,2292,1550,2337,1611,2147,591,3491,1935,2,587,265
6,paraclone15,1344,46,50,1635560298_1813672.png,1635560298_1813672_gfp.png,1635560298_1813672_ph.png,1034,173,1080,223,3181,764,3227,814,2147,591,3491,1935,2,588,265
6,paraclone20,1344,58,49,1635560298_1813672.png,1635560298_1813672_gfp.png,1635560298_1813672_ph.png,114,535,172,584,2261,1126,2319,1175,2147,591,3491,1935,2,589,265
6,paraclone12,1344,73,71,1635560299_373942.png,1635560299_373942_gfp.png,1635560299_373942_ph.png,283,328,356,399,1276,1665,1349,1736,993,1337,2337,2681,2,590,266
6,paraclone14,1344,45,61,1635560299_373942.png,1635560299_373942_gfp.png,1635560299_373942_ph.png,1299,213,1344,274,2292,1550,2337,1611,993,1337,2337,2681,2,591,266
6,holoclone4,1344,186,213,1635560300_559105.png,1635560300_559105_gfp.png,1635560300_559105_ph.png,651,41,837,254,1726,1335,1912,1548,1075,1294,2419,2638,2,592,267
6,paraclone12,1344,73,71,1635560300_559105.png,1635560300_559105_gfp.png,1635560300_559105_ph.png,201,371,274,442,1276,1665,1349,1736,1075,1294,2419,2638,2,593,267
6,paraclone14,1344,45,61,1635560300_559105.png,1635560300_559105_gfp.png,1635560300_559105_ph.png,1217,256,1262,317,2292,1550,2337,1611,1075,1294,2419,2638,2,594,267
6,paraclone13,1344,49,49,1635560301_7613068.png,1635560301_7613068_gfp.png,1635560301_7613068_ph.png,347,457,396,506,2446,1741,2495,1790,2099,1284,3443,2628,2,595,268
6,paraclone14,1344,45,61,1635560301_7613068.png,1635560301_7613068_gfp.png,1635560301_7613068_ph.png,193,266,238,327,2292,1550,2337,1611,2099,1284,3443,2628,2,596,268
6,paraclone13,1344,49,49,1635560302_975708.png,1635560302_975708_gfp.png,1635560302_975708_ph.png,756,392,805,441,2446,1741,2495,1790,1690,1349,3034,2693,2,597,269
6,paraclone14,1344,45,61,1635560302_975708.png,1635560302_975708_gfp.png,1635560302_975708_ph.png,602,201,647,262,2292,1550,2337,1611,1690,1349,3034,2693,2,598,269
6,holoclone7,1344,105,117,1635560304_16142.png,1635560304_16142_gfp.png,1635560304_16142_ph.png,370,866,475,983,3344,1098,3449,1215,2974,232,4318,1576,2,599,270
6,meroclone9,1344,106,111,1635560304_16142.png,1635560304_16142_gfp.png,1635560304_16142_ph.png,1211,409,1317,520,4185,641,4291,752,2974,232,4318,1576,2,600,270
6,paraclone15,1344,46,50,1635560304_16142.png,1635560304_16142_gfp.png,1635560304_16142_ph.png,207,532,253,582,3181,764,3227,814,2974,232,4318,1576,2,601,270
6,paraclone16,1344,51,56,1635560304_16142.png,1635560304_16142_gfp.png,1635560304_16142_ph.png,578,459,629,515,3552,691,3603,747,2974,232,4318,1576,2,602,270
6,meroclone9,1344,106,111,1635560305_347218.png,1635560305_347218_gfp.png,1635560305_347218_ph.png,196,641,302,752,4185,641,4291,752,3989,0,5333,1344,2,603,271
6,paraclone24,1344,67,64,1635560305_347218.png,1635560305_347218_gfp.png,1635560305_347218_ph.png,281,534,348,598,4270,534,4337,598,3989,0,5333,1344,2,604,271
6,meroclone9,1344,106,111,1635560306_5476742.png,1635560306_5476742_gfp.png,1635560306_5476742_ph.png,482,641,588,752,4185,641,4291,752,3703,0,5047,1344,2,605,272
6,paraclone24,1344,67,64,1635560306_5476742.png,1635560306_5476742_gfp.png,1635560306_5476742_ph.png,567,534,634,598,4270,534,4337,598,3703,0,5047,1344,2,606,272
6,meroclone9,1344,106,111,1635560307_7317948.png,1635560307_7317948_gfp.png,1635560307_7317948_ph.png,102,641,208,752,4185,641,4291,752,4083,0,5427,1344,2,607,273
6,paraclone24,1344,67,64,1635560307_7317948.png,1635560307_7317948_gfp.png,1635560307_7317948_ph.png,187,534,254,598,4270,534,4337,598,4083,0,5427,1344,2,608,273
6,meroclone9,1344,106,111,1635560308_942243.png,1635560308_942243_gfp.png,1635560308_942243_ph.png,836,641,942,752,4185,641,4291,752,3349,0,4693,1344,2,609,274
6,paraclone16,1344,51,56,1635560308_942243.png,1635560308_942243_gfp.png,1635560308_942243_ph.png,203,691,254,747,3552,691,3603,747,3349,0,4693,1344,2,610,274
6,paraclone24,1344,67,64,1635560308_942243.png,1635560308_942243_gfp.png,1635560308_942243_ph.png,921,534,988,598,4270,534,4337,598,3349,0,4693,1344,2,611,274
6,holoclone5,1344,227,182,1635560310_134353.png,1635560310_134353_gfp.png,1635560310_134353_ph.png,714,1061,941,1243,4433,1294,4660,1476,3719,233,5063,1577,2,612,275
6,meroclone9,1344,106,111,1635560310_134353.png,1635560310_134353_gfp.png,1635560310_134353_ph.png,466,408,572,519,4185,641,4291,752,3719,233,5063,1577,2,613,275
6,paraclone24,1344,67,64,1635560310_134353.png,1635560310_134353_gfp.png,1635560310_134353_ph.png,551,301,618,365,4270,534,4337,598,3719,233,5063,1577,2,614,275
6,holoclone7,1344,105,117,1635560311_3222752.png,1635560311_3222752_gfp.png,1635560311_3222752_ph.png,229,1098,334,1215,3344,1098,3449,1215,3115,0,4459,1344,2,615,276
6,meroclone9,1344,106,111,1635560311_3222752.png,1635560311_3222752_gfp.png,1635560311_3222752_ph.png,1070,641,1176,752,4185,641,4291,752,3115,0,4459,1344,2,616,276
6,paraclone15,1344,46,50,1635560311_3222752.png,1635560311_3222752_gfp.png,1635560311_3222752_ph.png,66,764,112,814,3181,764,3227,814,3115,0,4459,1344,2,617,276
6,paraclone16,1344,51,56,1635560311_3222752.png,1635560311_3222752_gfp.png,1635560311_3222752_ph.png,437,691,488,747,3552,691,3603,747,3115,0,4459,1344,2,618,276
6,paraclone24,1344,67,64,1635560311_3222752.png,1635560311_3222752_gfp.png,1635560311_3222752_ph.png,1155,534,1222,598,4270,534,4337,598,3115,0,4459,1344,2,619,276
6,holoclone7,1344,105,117,1635560312_50617.png,1635560312_50617_gfp.png,1635560312_50617_ph.png,176,658,281,775,3344,1098,3449,1215,3168,440,4512,1784,2,620,277
6,meroclone9,1344,106,111,1635560312_50617.png,1635560312_50617_gfp.png,1635560312_50617_ph.png,1017,201,1123,312,4185,641,4291,752,3168,440,4512,1784,2,621,277
6,paraclone15,1344,46,50,1635560312_50617.png,1635560312_50617_gfp.png,1635560312_50617_ph.png,13,324,59,374,3181,764,3227,814,3168,440,4512,1784,2,622,277
6,paraclone16,1344,51,56,1635560312_50617.png,1635560312_50617_gfp.png,1635560312_50617_ph.png,384,251,435,307,3552,691,3603,747,3168,440,4512,1784,2,623,277
6,paraclone19,1344,84,97,1635560312_50617.png,1635560312_50617_gfp.png,1635560312_50617_ph.png,1029,1100,1113,1197,4197,1540,4281,1637,3168,440,4512,1784,2,624,277
6,paraclone24,1344,67,64,1635560312_50617.png,1635560312_50617_gfp.png,1635560312_50617_ph.png,1102,94,1169,158,4270,534,4337,598,3168,440,4512,1784,2,625,277
6,meroclone9,1344,106,111,1635560313_694199.png,1635560313_694199_gfp.png,1635560313_694199_ph.png,705,641,811,752,4185,641,4291,752,3480,0,4824,1344,2,626,278
6,paraclone16,1344,51,56,1635560313_694199.png,1635560313_694199_gfp.png,1635560313_694199_ph.png,72,691,123,747,3552,691,3603,747,3480,0,4824,1344,2,627,278
6,paraclone24,1344,67,64,1635560313_694199.png,1635560313_694199_gfp.png,1635560313_694199_ph.png,790,534,857,598,4270,534,4337,598,3480,0,4824,1344,2,628,278
6,meroclone9,1344,106,111,1635560314_871634.png,1635560314_871634_gfp.png,1635560314_871634_ph.png,299,641,405,752,4185,641,4291,752,3886,0,5230,1344,2,629,279
6,paraclone24,1344,67,64,1635560314_871634.png,1635560314_871634_gfp.png,1635560314_871634_ph.png,384,534,451,598,4270,534,4337,598,3886,0,5230,1344,2,630,279
6,holoclone7,1344,105,117,1635560316_061923.png,1635560316_061923_gfp.png,1635560316_061923_ph.png,480,1098,585,1215,3344,1098,3449,1215,2864,0,4208,1344,2,631,280
6,paraclone15,1344,46,50,1635560316_061923.png,1635560316_061923_gfp.png,1635560316_061923_ph.png,317,764,363,814,3181,764,3227,814,2864,0,4208,1344,2,632,280
6,paraclone16,1344,51,56,1635560316_061923.png,1635560316_061923_gfp.png,1635560316_061923_ph.png,688,691,739,747,3552,691,3603,747,2864,0,4208,1344,2,633,280
6,holoclone7,1344,105,117,1635560317_256448.png,1635560317_256448_gfp.png,1635560317_256448_ph.png,915,846,1020,963,3344,1098,3449,1215,2429,252,3773,1596,2,634,281
6,paraclone15,1344,46,50,1635560317_256448.png,1635560317_256448_gfp.png,1635560317_256448_ph.png,752,512,798,562,3181,764,3227,814,2429,252,3773,1596,2,635,281
6,paraclone16,1344,51,56,1635560317_256448.png,1635560317_256448_gfp.png,1635560317_256448_ph.png,1123,439,1174,495,3552,691,3603,747,2429,252,3773,1596,2,636,281
6,paraclone15,1344,46,50,1635560318_4343412.png,1635560318_4343412_gfp.png,1635560318_4343412_ph.png,1098,503,1144,553,3181,764,3227,814,2083,261,3427,1605,2,637,282
6,paraclone20,1344,58,49,1635560318_4343412.png,1635560318_4343412_gfp.png,1635560318_4343412_ph.png,178,865,236,914,2261,1126,2319,1175,2083,261,3427,1605,2,638,282
6,holoclone7,1344,105,117,1635560319_61389.png,1635560319_61389_gfp.png,1635560319_61389_ph.png,260,916,365,1033,3344,1098,3449,1215,3084,182,4428,1526,2,639,283
6,meroclone9,1344,106,111,1635560319_61389.png,1635560319_61389_gfp.png,1635560319_61389_ph.png,1101,459,1207,570,4185,641,4291,752,3084,182,4428,1526,2,640,283
6,paraclone15,1344,46,50,1635560319_61389.png,1635560319_61389_gfp.png,1635560319_61389_ph.png,97,582,143,632,3181,764,3227,814,3084,182,4428,1526,2,641,283
6,paraclone16,1344,51,56,1635560319_61389.png,1635560319_61389_gfp.png,1635560319_61389_ph.png,468,509,519,565,3552,691,3603,747,3084,182,4428,1526,2,642,283
6,paraclone24,1344,67,64,1635560319_61389.png,1635560319_61389_gfp.png,1635560319_61389_ph.png,1186,352,1253,416,4270,534,4337,598,3084,182,4428,1526,2,643,283
6,holoclone7,1344,105,117,1635560320_807109.png,1635560320_807109_gfp.png,1635560320_807109_ph.png,778,629,883,746,3344,1098,3449,1215,2566,469,3910,1813,2,644,284
6,paraclone15,1344,46,50,1635560320_807109.png,1635560320_807109_gfp.png,1635560320_807109_ph.png,615,295,661,345,3181,764,3227,814,2566,469,3910,1813,2,645,284
6,paraclone16,1344,51,56,1635560320_807109.png,1635560320_807109_gfp.png,1635560320_807109_ph.png,986,222,1037,278,3552,691,3603,747,2566,469,3910,1813,2,646,284
6,holoclone7,1344,105,117,1635560322_000278.png,1635560322_000278_gfp.png,1635560322_000278_ph.png,386,362,491,479,3344,1098,3449,1215,2958,736,4302,2080,2,647,285
6,paraclone15,1344,46,50,1635560322_000278.png,1635560322_000278_gfp.png,1635560322_000278_ph.png,223,28,269,78,3181,764,3227,814,2958,736,4302,2080,2,648,285
6,paraclone19,1344,84,97,1635560322_000278.png,1635560322_000278_gfp.png,1635560322_000278_ph.png,1239,804,1323,901,4197,1540,4281,1637,2958,736,4302,2080,2,649,285
6,paraclone15,1344,46,50,1635560323_196908.png,1635560323_196908_gfp.png,1635560323_196908_ph.png,1110,764,1156,814,3181,764,3227,814,2071,0,3415,1344,2,650,286
6,paraclone20,1344,58,49,1635560323_196908.png,1635560323_196908_gfp.png,1635560323_196908_ph.png,190,1126,248,1175,2261,1126,2319,1175,2071,0,3415,1344,2,651,286
6,holoclone7,1344,105,117,1635560324_380824.png,1635560324_380824_gfp.png,1635560324_380824_ph.png,896,642,1001,759,3344,1098,3449,1215,2448,456,3792,1800,2,652,287
6,paraclone15,1344,46,50,1635560324_380824.png,1635560324_380824_gfp.png,1635560324_380824_ph.png,733,308,779,358,3181,764,3227,814,2448,456,3792,1800,2,653,287
6,paraclone16,1344,51,56,1635560324_380824.png,1635560324_380824_gfp.png,1635560324_380824_ph.png,1104,235,1155,291,3552,691,3603,747,2448,456,3792,1800,2,654,287
6,holoclone7,1344,105,117,1635560325_565314.png,1635560325_565314_gfp.png,1635560325_565314_ph.png,1026,1098,1131,1215,3344,1098,3449,1215,2318,0,3662,1344,2,655,288
6,paraclone15,1344,46,50,1635560325_565314.png,1635560325_565314_gfp.png,1635560325_565314_ph.png,863,764,909,814,3181,764,3227,814,2318,0,3662,1344,2,656,288
6,paraclone16,1344,51,56,1635560325_565314.png,1635560325_565314_gfp.png,1635560325_565314_ph.png,1234,691,1285,747,3552,691,3603,747,2318,0,3662,1344,2,657,288
6,paraclone15,1344,46,50,1635560326_742219.png,1635560326_742219_gfp.png,1635560326_742219_ph.png,1293,764,1339,814,3181,764,3227,814,1888,0,3232,1344,2,658,289
6,paraclone20,1344,58,49,1635560326_742219.png,1635560326_742219_gfp.png,1635560326_742219_ph.png,373,1126,431,1175,2261,1126,2319,1175,1888,0,3232,1344,2,659,289
6,holoclone7,1344,105,117,1635560327_962562.png,1635560327_962562_gfp.png,1635560327_962562_ph.png,1069,730,1174,847,3344,1098,3449,1215,2275,368,3619,1712,2,660,290
6,paraclone14,1344,45,61,1635560327_962562.png,1635560327_962562_gfp.png,1635560327_962562_ph.png,17,1182,62,1243,2292,1550,2337,1611,2275,368,3619,1712,2,661,290
6,paraclone15,1344,46,50,1635560327_962562.png,1635560327_962562_gfp.png,1635560327_962562_ph.png,906,396,952,446,3181,764,3227,814,2275,368,3619,1712,2,662,290
6,paraclone16,1344,51,56,1635560327_962562.png,1635560327_962562_gfp.png,1635560327_962562_ph.png,1277,323,1328,379,3552,691,3603,747,2275,368,3619,1712,2,663,290
6,holoclone7,1344,105,117,1635560329_360144.png,1635560329_360144_gfp.png,1635560329_360144_ph.png,525,1098,630,1215,3344,1098,3449,1215,2819,0,4163,1344,2,664,291
6,paraclone15,1344,46,50,1635560329_360144.png,1635560329_360144_gfp.png,1635560329_360144_ph.png,362,764,408,814,3181,764,3227,814,2819,0,4163,1344,2,665,291
6,paraclone16,1344,51,56,1635560329_360144.png,1635560329_360144_gfp.png,1635560329_360144_ph.png,733,691,784,747,3552,691,3603,747,2819,0,4163,1344,2,666,291
6,holoclone7,1344,105,117,1635560330_6326149.png,1635560330_6326149_gfp.png,1635560330_6326149_ph.png,1079,1098,1184,1215,3344,1098,3449,1215,2265,0,3609,1344,2,667,292
